id,title,type,release_year,age_certification,runtime,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,genres1,genres2,genres3,genres4,genres5,genres6,genres7,genres8,genres9
tm87233,It's a Wonderful Life,MOVIE,1946,PG,130,['US'],,tt0038650,8.6,467766,27.611,8.261,'drama', 'family', 'fantasy', 'romance', 'comedy',,,,
tm143047,Duck Soup,MOVIE,1933,,69,['US'],,tt0023969,7.8,60933,9.013,7.357,'comedy', 'war',,,,,,,
tm83884,His Girl Friday,MOVIE,1940,,92,['US'],,tt0032599,7.8,60244,14.759,7.433,'drama', 'romance', 'comedy',,,,,,
ts20945,The Three Stooges,SHOW,1934,TV-PG,19,['US'],26,tt0850645,8.5,1149,15.424,7.6,'comedy', 'family',,,,,,,
tm5012,Red River,MOVIE,1948,,133,['US'],,tt0040724,7.8,32210,12.4,7.4,'western', 'drama', 'romance', 'action',,,,,
ts37076,The Jack Benny Program,SHOW,1950,,30,['US'],21,tt0042116,8.6,1529,9.681,7.5,'comedy',,,,,,,,
tm82253,The Best Years of Our Lives,MOVIE,1947,,171,['US'],,tt0038351,8.1,66209,16.056,7.838,'drama', 'romance', 'war',,,,,,
tm88469,The Bishop's Wife,MOVIE,1948,,105,['US'],,tt0039190,7.6,19165,9.671,7.113,'comedy', 'drama', 'fantasy', 'romance',,,,,
tm82560,The Little Foxes,MOVIE,1941,,115,['US'],,tt0033836,7.9,12337,7.215,7.549,'drama', 'romance',,,,,,,
tm160494,Stagecoach,MOVIE,1939,,96,['US'],,tt0031971,7.8,50624,13.939,7.7,'western', 'drama',,,,,,,
tm146745,The Gold Rush,MOVIE,1925,,81,['US'],,tt0015864,8.1,112841,15.889,8.03,'drama', 'comedy', 'romance', 'western', 'family',,,,
tm19248,The General,MOVIE,1926,,79,['US'],,tt0017925,8.1,92935,12.316,8.009,'comedy', 'drama', 'action', 'war', 'western', 'european',,,
tm97735,She Had to Choose,MOVIE,1934,,65,['US'],,tt0025772,6,64,0.6,,'drama',,,,,,,,
tm116781,My Man Godfrey,MOVIE,1936,,95,['US'],,tt0028010,8,24814,8.501,7.56,'comedy', 'drama', 'romance',,,,,,
tm83723,Mr. Bug Goes to Town,MOVIE,1941,G,78,['US'],,tt0033727,6.9,1334,5.03,6.104,'comedy', 'fantasy', 'animation', 'family',,,,,
tm112424,Things to Come,MOVIE,1936,,100,['GB'],,tt0028358,6.6,8451,8.031,6.449,'drama', 'scifi', 'war',,,,,,
tm120863,Dodsworth,MOVIE,1936,,101,['US'],,tt0027532,7.8,9556,7.516,7.195,'drama', 'romance',,,,,,,
tm100333,Broken Blossoms,MOVIE,1919,PG-13,89,['US'],,tt0009968,7.2,10635,10.717,6.9,'drama', 'romance',,,,,,,
tm17025,The Cat and the Canary,MOVIE,1927,,80,['US'],,tt0017739,7.1,3117,4.797,6.852,'comedy', 'horror',,,,,,,
tm19424,Detour,MOVIE,1946,,66,['US'],,tt0037638,7.3,18222,8.861,7.226,'drama', 'thriller', 'crime',,,,,,
tm74259,The Pride of the Yankees,MOVIE,1942,,127,['US'],,tt0035211,7.6,11268,7.618,7.38,'drama', 'romance', 'sport',,,,,,
tm155610,Wuthering Heights,MOVIE,1939,,104,['US'],,tt0032145,7.5,18734,15.933,7.227,'romance', 'drama',,,,,,,
tm63937,The Great Rupert,MOVIE,1950,,88,['US'],,tt0042524,6.4,1373,4.315,5.684,'comedy', 'family',,,,,,,
tm18385,Scarlet Street,MOVIE,1945,,103,['US'],,tt0038057,7.8,17636,9.998,7.6,'drama', 'thriller', 'crime',,,,,,
tm89268,The Secret Life of Walter Mitty,MOVIE,1947,,110,['US'],,tt0039808,6.9,6541,11.054,6.8,'comedy', 'fantasy', 'romance',,,,,,
tm2838,The Most Dangerous Game,MOVIE,1932,PG-13,63,['US'],,tt0023238,7.1,12996,10.078,7,'action', 'thriller', 'horror',,,,,,
tm5096,Blonde Ice,MOVIE,1948,,73,['US'],,tt0041187,6,1174,2.555,5.543,'drama', 'crime', 'romance',,,,,,
tm113731,Come and Get It,MOVIE,1936,,99,['US'],,tt0027459,6.9,2178,2.779,6.729,'drama', 'romance',,,,,,,
tm127199,Orphans of the Storm,MOVIE,1922,,150,['US'],,tt0242584,7.3,5279,3.824,6.956,'drama', 'history', 'romance',,,,,,
tm154,Alice in Wonderland,MOVIE,1915,,59,['US'],,tt0004873,6.1,543,2.992,5.8,'fantasy', 'family',,,,,,,
tm111987,Black Gold,MOVIE,1936,,57,['US'],,tt0027366,5.3,91,0.673,5,'drama', 'romance', 'action',,,,,,
tm74984,Stella Maris,MOVIE,1918,,84,['US'],,tt0009652,6.9,1500,2.099,6.792,'drama',,,,,,,,
tm64852,Stella Dallas,MOVIE,1937,,106,['US'],,tt0029608,7.4,5831,6.753,6.894,'romance', 'drama',,,,,,,
tm264908,Murder on Lenox Avenue,MOVIE,1941,,65,['US'],,tt0033929,5,80,0.6,,'drama',,,,,,,,
tm85417,Penny Serenade,MOVIE,1941,,120,['US'],,tt0034012,7.1,7511,7.267,6.7,'romance', 'drama',,,,,,,
tm78387,That Uncertain Feeling,MOVIE,1941,,84,['US'],,tt0034274,6.6,2800,5.181,6.528,'comedy',,,,,,,,
tm16141,White Pongo,MOVIE,1945,,71,['US'],,tt0038246,3,666,0.911,4.5,'horror', 'comedy',,,,,,,
tm67012,Bill Cracks Down,MOVIE,1937,,61,['US'],,tt0028634,5.6,102,0.705,6,'action', 'romance', 'drama',,,,,,
tm274240,The Irish Gringo,MOVIE,1935,,54,['US'],,tt0027801,3.2,51,0.6,,'western', 'music',,,,,,,
tm137796,The Kennel Murder Case,MOVIE,1933,,73,['US'],,tt0024210,6.9,3686,4.242,6.2,'thriller', 'crime', 'drama',,,,,,
tm1227,'Neath Brooklyn Bridge,MOVIE,1942,,61,['US'],,tt0034420,5.9,680,0.951,6.9,'comedy', 'drama', 'romance', 'war',,,,,
tm131025,Mother,MOVIE,1926,,90,['SU'],,tt0017128,7.5,2928,4.202,7.302,'drama',,,,,,,,
tm110888,This Is the Army,MOVIE,1943,,121,['US'],,tt0036430,5.8,1213,2.775,5.941,'comedy', 'romance', 'war',,,,,,
tm119274,The Outlaw,MOVIE,1943,,116,['US'],,,,,9.658,5.5,'western',,,,,,,,
tm118318,Buckskin Frontier,MOVIE,1943,,76,['US'],,tt0035700,6.1,205,1.462,6,'western', 'romance', 'drama', 'action',,,,,
tm53452,Tabu,MOVIE,1931,,86,['US'],,tt0022458,7.4,6070,7.189,7.2,'drama', 'romance',,,,,,,
tm82637,The Kid's Last Ride,MOVIE,1941,,55,['US'],,tt0033784,5.3,89,1.133,5,'western', 'drama',,,,,,,
tm116744,We're in the Legion Now,MOVIE,1936,,56,['US'],,tt0028170,4.8,88,0.601,4,'comedy', 'action',,,,,,,
tm164354,Texas Terror,MOVIE,1935,,50,['US'],,tt0027087,5.1,1009,4.375,4.8,'western', 'action', 'drama',,,,,,
tm6408,Bird of Paradise,MOVIE,1932,,82,['US'],,tt0022689,6,1433,3.779,5,'romance', 'drama',,,,,,,
tm997,The Admiral Was a Lady,MOVIE,1950,G,87,['US'],,tt0042182,5.8,378,1.433,6.1,'comedy', 'romance',,,,,,,
tm112135,Beware Of Ladies,MOVIE,1936,,64,['US'],,tt0027354,5.4,97,1.241,5,'drama', 'action', 'crime', 'romance',,,,,
tm7905,Gangster's Boy,MOVIE,1938,,80,['US'],,tt0030170,6,99,0.932,,'drama', 'romance', 'action', 'music',,,,,
tm82402,The Devil Bat,MOVIE,1940,,68,['US'],,tt0032390,5.4,3221,5.635,5.4,'horror', 'scifi',,,,,,,
tm88502,Life with Father,MOVIE,1947,,118,['US'],,tt0039566,7.1,5884,5.413,6.5,'comedy', 'family',,,,,,,
tm116534,Why We Fight: The Battle of Russia,MOVIE,1943,,83,['US'],,tt11091606,7.1,1521,3.286,6.729,'documentation', 'war', 'history',,,,,,
tm131498,Ella Cinders,MOVIE,1924,,52,['US'],,tt0014704,7,1048,1.27,7,'comedy', 'romance', 'music',,,,,,
tm5162,The Greeks Had a Word for Them,MOVIE,1932,,79,['US'],,tt0022961,6.1,482,1.242,4.6,'comedy',,,,,,,,
tm209459,Down the Wyoming Trail,MOVIE,1939,,56,['US'],,tt0031247,5.2,57,0.883,,'western', 'romance', 'action', 'music', 'drama',,,,
tm165135,Scrooge,MOVIE,1935,,78,['GB'],,tt0026972,6.5,2437,4.767,5.98,'drama', 'fantasy', 'family',,,,,,
tm84154,Meet John Doe,MOVIE,1941,,122,['US'],,tt0033891,7.6,14035,7.681,7.328,'romance', 'drama', 'comedy',,,,,,
tm138416,The Private Life of Henry VIII,MOVIE,1933,,90,['GB'],,tt0024473,7,4528,3.802,6.407,'comedy', 'drama', 'romance', 'history',,,,,
tm56594,The Jackie Robinson Story,MOVIE,1950,,76,['US'],,tt0042609,6.3,1339,3.778,6.375,'drama', 'sport',,,,,,,
tm75528,Tarzan of the Apes,MOVIE,1918,,60,['US'],,tt0009682,5.7,870,1.495,5.167,'action',,,,,,,,
tm264738,Target for Today,MOVIE,1944,,90,['US'],,tt0250024,7.2,71,0.84,5,'documentation', 'history', 'war',,,,,,
tm22806,Intolerance: Love's Struggle Throughout the Ages,MOVIE,1916,,197,['US'],,tt0006864,7.7,15242,8.466,7.21,'drama', 'history',,,,,,,
tm84810,Till the Clouds Roll By,MOVIE,1947,,95,['US'],,tt0039035,6.3,2532,4.322,5.5,'music',,,,,,,,
tm113646,The North Star,MOVIE,1944,,108,['US'],,tt0036217,5.9,1620,3.549,6.111,'drama', 'war', 'romance',,,,,,
tm165975,Rainbow Valley,MOVIE,1935,G,49,['US'],,tt0026908,5.3,704,3.165,4.8,'western', 'romance', 'action',,,,,,
tm64369,"Swing High, Swing Low",MOVIE,1937,,95,['US'],,tt0029626,6.2,815,2.809,5,'comedy', 'drama', 'romance',,,,,,
tm2209,A Study in Scarlet,MOVIE,1933,,72,['US'],,tt0024625,5.6,1097,2.387,5.425,'thriller',,,,,,,,
tm53874,The Painted Desert,MOVIE,1931,,79,['US'],,tt0022243,5.1,752,2.013,5,'western',,,,,,,,
tm163136,Nurse Edith Cavell,MOVIE,1944,,97,['US'],,tt0031737,6.5,365,1.714,6.4,'drama', 'war',,,,,,,
tm71213,Inside the Law,MOVIE,1942,,62,['US'],,tt0034898,5.1,66,1.645,5,'romance', 'comedy', 'drama', 'crime',,,,,
tm69859,East Side Kids,MOVIE,1940,,62,['US'],,tt0032428,5.5,277,1.4,7.3,'thriller', 'comedy', 'drama', 'romance',,,,,
tm106873,There's Always Tomorrow,MOVIE,1934,,86,['US'],,tt0025876,6.7,78,1.38,8,'drama', 'romance',,,,,,,
tm140761,The Lost World,MOVIE,1925,,106,['US'],,tt0016039,7,5467,7.161,6.7,'drama', 'thriller', 'fantasy', 'scifi',,,,,
tm309343,Custer's Last Stand,MOVIE,1936,,84,['US'],,tt0357580,4.5,43,0.841,,'western',,,,,,,,
tm8190,The Hunchback of Notre Dame,MOVIE,1923,,133,['US'],,tt0014142,7.2,5695,7.852,6.516,'drama', 'horror', 'romance',,,,,,
tm5661,White Zombie,MOVIE,1932,,69,['US'],,tt0023694,6.2,10983,7.751,5.862,'horror',,,,,,,,
tm101000,Our Daily Bread,MOVIE,1934,,80,['US'],,tt0025610,7,2042,4.287,7.1,'romance', 'drama',,,,,,,
tm71517,Dead End,MOVIE,1938,,93,['US'],,tt0177600,7.2,8024,7.515,7.1,'drama', 'romance', 'crime',,,,,,
tm67142,The Inspector General,MOVIE,1949,,102,['US'],,tt0041509,6.7,3423,6.541,6.476,'comedy', 'romance',,,,,,,
tm79526,Man With Two Lives,MOVIE,1942,,65,['US'],,tt0035031,5.2,287,1.778,5.3,'horror', 'thriller',,,,,,,
tm192453,Sky Racket,MOVIE,1937,,63,['US'],,tt0140551,4.5,114,0.6,2,'action', 'scifi', 'drama', 'romance',,,,,
tm88001,The Stranger,MOVIE,1946,,95,['US'],,tt0038991,7.3,27182,11.64,7.279,'drama', 'crime', 'thriller',,,,,,
tm9887,The Painted Trail,MOVIE,1938,,51,['US'],,tt0030549,5.6,31,0.6,,'western', 'romance',,,,,,,
tm166542,Loser's End,MOVIE,1935,,59,['US'],,tt0026650,5,52,0.6,,'western', 'romance', 'action',,,,,,
tm3541,"Steamboat Bill, Jr.",MOVIE,1928,,70,['US'],,tt0019421,7.8,15138,8.195,7.644,'romance', 'drama', 'family', 'action', 'comedy',,,,
tm90149,Smash-Up: The Story of a Woman,MOVIE,1947,,103,['US'],,tt0039840,6.3,1563,1.207,6,'drama', 'crime', 'music', 'romance', 'comedy',,,,
tm3703,A Strange Adventure,MOVIE,1932,,60,['US'],,tt0023520,5.2,205,0.877,,'thriller', 'romance', 'crime', 'drama', 'music',,,,
tm91499,Angel and the Badman,MOVIE,1947,,100,['US'],,tt0039152,6.8,6233,11.424,6.511,'western', 'romance',,,,,,,
tm161285,"Ride 'em, Cowgirl",MOVIE,1939,,53,['US'],,tt0031857,5.5,47,0.628,,'western', 'action', 'comedy', 'music',,,,,
tm138425,My Lady of Whims,MOVIE,1928,,59,['US'],,tt0017184,5.7,158,0.768,5.8,'drama', 'comedy',,,,,,,
tm100070,Lost in the Stratosphere,MOVIE,1934,,64,['US'],,tt0025424,4.3,130,0.6,5,'action', 'comedy', 'drama', 'romance',,,,,
tm112752,Sherlock Holmes and the Secret Weapon,MOVIE,1943,,68,['US'],,tt0035317,6.5,6178,8.504,6.3,'action', 'crime', 'thriller', 'drama',,,,,
tm4525,He Walked by Night,MOVIE,1949,,78,['US'],,tt0040427,7.1,6268,5.139,6.688,'drama', 'thriller', 'crime',,,,,,
tm70223,Why We Fight: Prelude to War,MOVIE,1942,,53,['US'],,tt11089918,7,2289,4.638,6.6,'documentation', 'war',,,,,,,
tm70023,Beyond Tomorrow,MOVIE,1940,,84,['US'],,tt0032247,6.5,2084,2.803,6.079,'drama', 'family', 'scifi', 'fantasy', 'romance', 'comedy',,,
tm110773,Report from the Aleutians,MOVIE,1943,,47,['US'],,tt11095582,6.3,670,1.958,5.8,'documentation', 'history', 'war',,,,,,
tm163483,Chandu on the Magic Island,MOVIE,1935,,70,['US'],,tt0026195,4.5,192,1.181,4.8,'fantasy', 'action',,,,,,,
tm2614,Romola,MOVIE,1925,,106,['US'],,tt0015289,6.1,230,1.737,6,'drama', 'history',,,,,,,
tm5887,"Fanchon, the Cricket",MOVIE,1915,,75,['US'],,tt0005302,6.5,231,1.4,6,'drama',,,,,,,,
tm162367,When a Man's a Man,MOVIE,1935,,68,['US'],,tt0027202,6.6,93,1.467,,'western', 'drama',,,,,,,
tm206771,Northern Frontier,MOVIE,1935,,57,['US'],,tt0026791,5.8,55,0.628,,'western', 'drama', 'action', 'crime',,,,,
tm91623,Dressed to Kill,MOVIE,1946,,72,['US'],,tt0038494,6.8,6394,9.858,6.5,'crime',,,,,,,,
tm76780,Black Dragons,MOVIE,1942,,64,['US'],,tt0034521,4.3,1192,1.564,5.214,'horror', 'thriller', 'war',,,,,,
tm222540,Texas Jack,MOVIE,1935,,55,['US'],,tt0027085,5.3,25,0.6,,'western',,,,,,,,
tm79758,Emergency Landing,MOVIE,1941,,64,['US'],,tt0033576,4.2,237,0.6,6.2,'romance', 'drama', 'war', 'action',,,,,
tm112005,Marihuana,MOVIE,1936,,57,['US'],,tt0026683,4,902,3.388,3.409,'drama', 'crime',,,,,,,
tm154782,Slightly Honorable,MOVIE,1939,,85,['US'],,tt0033062,6.1,486,0.828,6,'comedy', 'thriller', 'drama', 'music', 'crime',,,,
tm75867,Today I Hang,MOVIE,1942,,63,['US'],,tt0035448,5,66,0.6,,'thriller', 'crime', 'drama',,,,,,
tm97056,In Old Santa Fe,MOVIE,1934,,64,['US'],,tt0025303,5.7,196,0.768,5.7,'crime', 'romance', 'western', 'action', 'drama', 'music',,,
tm17378,Mickey the Great,MOVIE,1945,,50,['US'],,tt0412998,5.5,43,0.6,,,,,,,,,,
tm90549,The Red House,MOVIE,1947,,100,['US'],,tt0039757,6.7,4538,6.198,6.269,'thriller', 'drama',,,,,,,
tm61710,Africa Screams,MOVIE,1949,,79,['US'],,tt0041098,6,3883,4.103,5.944,'comedy', 'action',,,,,,,
tm59169,The Man Who Cheated Himself,MOVIE,1950,,81,['US'],,tt0042707,6.8,2588,2.388,6.045,'drama', 'thriller', 'crime',,,,,,
tm141675,The World Gone Mad,MOVIE,1933,,80,['US'],,tt0024788,4.7,547,2.226,4,'thriller', 'drama', 'music', 'romance', 'crime',,,,
tm114757,Lucky Terror,MOVIE,1936,,61,['US'],,tt0027917,6,76,0.84,5,'western', 'action', 'comedy',,,,,,
tm17323,Captain Kidd,MOVIE,1945,,89,['US'],,tt0037576,6.3,1870,3.867,6.1,'action', 'drama', 'history',,,,,,
tm156395,Suicide Squad,MOVIE,1935,,56,['US'],,tt0027057,4.3,135,1.625,7.9,'action', 'drama', 'romance',,,,,,
tm4659,Million Dollar Kid,MOVIE,1944,,65,['US'],,tt0037074,6,582,1.217,6.4,'comedy',,,,,,,,
tm64686,Clipped Wings,MOVIE,1937,,60,['US'],,tt0028725,4.1,89,0.6,3,'action', 'crime', 'war', 'romance', 'thriller',,,,
tm163014,Gulliver's Travels,MOVIE,1939,G,76,['US'],,tt0031397,6.6,4548,8.615,6.214,'action', 'animation', 'family', 'fantasy', 'romance', 'comedy',,,
tm16545,Along Came Jones,MOVIE,1945,,90,['US'],,tt0037508,6.4,2213,4.601,5.9,'comedy', 'western', 'romance',,,,,,
tm110878,Corregidor,MOVIE,1943,,73,['US'],,tt0035755,4.7,310,1.897,4.75,'drama', 'romance', 'war',,,,,,
tm68379,Telephone Operator,MOVIE,1937,,70,['US'],,tt0030839,5.6,184,1.574,5,'drama', 'action', 'romance', 'thriller',,,,,
tm72169,Lady Behave!,MOVIE,1937,,70,['US'],,tt0029102,6.1,243,0.893,5.1,'comedy', 'romance',,,,,,,
tm3083,The Memphis Belle: A Story of a Flying Fortress,MOVIE,1944,,45,['US'],,tt0036152,7.3,1749,5.397,6.7,'documentation', 'history', 'war',,,,,,
tm99829,West of the Divide,MOVIE,1934,,54,['US'],,tt0025969,5.2,1008,5.073,5,'western', 'action', 'romance',,,,,,
tm158,A Song Is Born,MOVIE,1948,,113,['US'],,tt0040820,6.9,2620,4.615,6.603,'comedy', 'romance', 'music',,,,,,
tm17109,The Southerner,MOVIE,1945,,92,['US'],,tt0038107,7.1,3625,3.789,6.4,'drama',,,,,,,,
tm82159,Bowery at Midnight,MOVIE,1942,,62,['US'],,tt0034546,5.3,1172,3.469,5.478,'horror', 'thriller', 'crime',,,,,,
tm67973,Bulldog Drummond Escapes,MOVIE,1937,,67,['US'],,tt0028668,6,954,3.238,5.733,'thriller', 'romance',,,,,,,
tm7600,Billy The Kid Returns,MOVIE,1938,G,53,['US'],,tt0029915,5.8,294,2.078,4.875,'western', 'comedy', 'romance', 'action', 'music',,,,
tm265101,Fangs of the Wild,MOVIE,1939,,52,['US'],,tt0031295,4.7,57,1.556,4.5,'western', 'drama',,,,,,,
tm67711,Blazing Barriers,MOVIE,1937,,65,['US'],,tt0028638,5.4,47,1.341,,'drama', 'action',,,,,,,
tm87549,The Gang's All Here,MOVIE,1941,,61,['US'],,tt0033646,5.4,199,1.301,5.1,'action', 'comedy', 'thriller',,,,,,
tm222549,The Driftin' Kid,MOVIE,1941,,57,['US'],,tt0033559,5.5,37,0.6,,'western', 'drama', 'action',,,,,,
tm52,A Farewell to Arms,MOVIE,1932,,89,['US'],,tt0022879,6.4,6380,11.806,6.3,'romance', 'war', 'drama', 'music',,,,,
tm4401,The Scar,MOVIE,1949,,83,['US'],,tt0040444,6.7,2968,4.123,6.5,'thriller', 'crime', 'drama', 'music', 'romance',,,,
tm7107,Louisiana Story,MOVIE,1948,,78,['US'],,tt0040550,6.6,2008,2.988,6.649,'drama',,,,,,,,
tm2211,A Shriek in the Night,MOVIE,1933,,66,['US'],,tt0024554,5.3,1015,2.619,5.2,'action', 'thriller', 'romance', 'crime', 'sport',,,,
tm81951,Hearts of the World,MOVIE,1921,,117,['US'],,tt0009150,6.6,1055,1.638,5.975,'drama', 'war',,,,,,,
tm87258,Curley,MOVIE,1947,,53,['US'],,tt0039292,5.7,111,1.4,5.7,'comedy', 'family',,,,,,,
tm1540,A Romance of Happy Valley,MOVIE,1919,,76,['US'],,tt0009559,6.3,412,1.4,7,'drama', 'romance',,,,,,,
tm106125,Within Our Gates,MOVIE,1920,,74,['US'],,tt0011870,6.4,3323,4.536,5.8,'romance', 'drama',,,,,,,
tm147,A Fool There Was,MOVIE,1915,,67,['US'],,tt0005339,5.7,972,3.577,5.3,'drama',,,,,,,,
tm166891,Paradise Canyon,MOVIE,1935,,52,['US'],,tt0026846,5.1,966,2.835,4.8,'western', 'action', 'music', 'crime',,,,,
tm105223,Judge Priest,MOVIE,1934,,80,['US'],,tt0025335,6.2,2343,2.813,6.5,'romance', 'comedy', 'drama',,,,,,
tm80902,That Gang of Mine,MOVIE,1940,,62,['US'],,tt0033144,5.8,547,2.482,5.727,'comedy', 'drama', 'sport',,,,,,
tm52843,Clearing the Range,MOVIE,1931,,61,['US'],,tt0021751,5.1,141,1.4,4.2,'drama', 'action', 'western', 'romance',,,,,
tm72444,Lucky Ghost,MOVIE,1942,PG,61,['US'],,tt0033856,5.8,214,1.309,6.2,'comedy', 'thriller',,,,,,,
tm1102,23 1/2 Hours Leave,MOVIE,1937,,72,['US'],,tt0028540,5.1,52,1.147,,'comedy', 'music', 'war',,,,,,
tm99015,Flirting with Danger,MOVIE,1934,,62,['US'],,tt0025125,5.3,39,0.6,,'comedy',,,,,,,,
tm162857,Symphony of Living,MOVIE,1935,,75,['US'],,tt0027069,6.5,62,0.6,5.7,'drama',,,,,,,,
tm138333,The Return of Casey Jones,MOVIE,1933,,61,['US'],,tt0025711,5.1,41,0.6,,'action', 'drama',,,,,,,
tm164064,Branded a Coward,MOVIE,1935,,58,['US'],,tt0026133,5.7,124,0.6,6,'western', 'romance', 'drama', 'action',,,,,
tm87972,The Strange Love of Martha Ivers,MOVIE,1946,,115,['US'],,tt0038988,7.4,10296,7.687,7.1,'drama', 'thriller', 'romance',,,,,,
tm133278,Sagebrush Trail,MOVIE,1933,,53,['US'],,tt0024516,5.4,1308,4.12,5.5,'western', 'drama', 'romance', 'action',,,,,
tm88605,Fear in the Night,MOVIE,1946,,72,['US'],,tt0039372,6.4,1657,3.567,5.5,'thriller', 'drama', 'crime',,,,,,
tm89557,The Kid from Brooklyn,MOVIE,1946,,113,['US'],,tt0038668,6.5,1202,3.139,6.2,'comedy', 'sport', 'music',,,,,,
tm16763,Her Favorite Patient,MOVIE,1945,,72,['US'],,tt0037530,5.9,220,1.434,5.8,'comedy',,,,,,,,
tm134252,Tomorrow at Seven,MOVIE,1933,,62,['US'],,tt0024679,5.7,361,1.339,6.5,'drama', 'comedy', 'crime', 'romance', 'thriller',,,,
tm264571,Heartaches,MOVIE,1947,,71,['US'],,tt0039452,5.9,105,0.732,5,'crime', 'drama',,,,,,,
tm115656,Two Minutes to Play,MOVIE,1936,,74,['US'],,tt0029701,5.6,31,0.621,5,'drama', 'action', 'romance', 'sport',,,,,
tm159975,The Little Princess,MOVIE,1939,G,93,['US'],,tt0031580,7.1,6366,9.257,6.8,'drama', 'comedy', 'family',,,,,,
tm89053,Terror by Night,MOVIE,1946,,60,['US'],,tt0039017,6.7,6406,8.437,6.7,'thriller', 'crime', 'drama',,,,,,
tm100997,Of Human Bondage,MOVIE,1934,,83,['US'],,tt0025586,7,7734,8.225,6.5,'drama', 'romance',,,,,,,
tm112415,Tell Your Children,MOVIE,1936,PG,66,['US'],,tt0028346,3.7,8868,6.911,4.136,'drama', 'crime', 'comedy',,,,,,
tm118254,Winds of the Wasteland,MOVIE,1936,,54,['US'],,tt0028510,6,1083,4.999,5.3,'western', 'comedy', 'romance',,,,,,
tm58979,Cyrano de Bergerac,MOVIE,1950,,113,['US'],,tt0042367,7.4,4274,4.643,7.173,'drama', 'romance',,,,,,,
tm162381,The Dawn Rider,MOVIE,1935,,52,['US'],,tt0026267,5.1,1258,3.841,4.7,'western', 'action', 'drama',,,,,,
tm99552,The Trail Beyond,MOVIE,1934,,55,['US'],,tt0025903,5.3,931,3.562,4.6,'western', 'action', 'drama', 'romance',,,,,
tm132612,Riders of Destiny,MOVIE,1933,,55,['US'],,tt0024500,5.4,1143,2.314,5.5,'western', 'music', 'romance',,,,,,
tm7903,Gang Bullets,MOVIE,1938,,63,['US'],,tt0030168,5.6,188,1.943,6.167,'thriller', 'romance', 'action', 'crime', 'drama', 'music',,,
tm47071,The Sea Ghost,MOVIE,1931,,64,['US'],,tt0022352,5.6,113,1.4,5,'action', 'drama', 'war',,,,,,
tm77806,Reg'lar Fellers,MOVIE,1941,,70,['US'],,tt0034089,5.1,77,1.391,4.2,'action', 'comedy', 'crime',,,,,,
tm89134,The Gunman From Bodie,MOVIE,1941,,62,['US'],,tt0033683,5.9,143,1.219,7,'western', 'drama',,,,,,,
tm109893,City Without Men,MOVIE,1943,,75,['US'],,tt0035740,5.2,150,1.13,5,'drama', 'crime',,,,,,,
tm71829,Heart of the Golden West,MOVIE,1942,,65,['US'],,tt0034832,6.1,115,0.961,,'western', 'music', 'action', 'comedy',,,,,
tm2363,A Florida Enchantment,MOVIE,1916,,63,['US'],,tt0003973,5.8,272,0.892,4.5,'fantasy', 'comedy',,,,,,,
tm21652,Rubber Tires,MOVIE,1927,,52,['US'],,tt0018350,6.7,90,0.6,7,'comedy',,,,,,,,
tm120566,Down to the Sea,MOVIE,1936,,69,['US'],,tt0027544,5.9,54,0.6,4.5,'drama',,,,,,,,
tm15689,The Woman in Green,MOVIE,1945,,68,['US'],,tt0038259,6.6,6373,7.243,6.5,'thriller', 'documentation', 'crime', 'drama', 'comedy',,,,
tm2721,The Thief of Bagdad,MOVIE,1924,,149,['US'],,tt0015400,7.7,6517,6.832,7.5,'romance', 'family', 'fantasy',,,,,,
tm115641,Little Lord Fauntleroy,MOVIE,1936,,102,['US'],,tt0027893,7.3,2292,6.196,6.8,'drama', 'family',,,,,,,
tm16906,San Pietro,MOVIE,1945,,38,['US'],,,,,4.27,6.2,'war', 'documentation',,,,,,,
tm129565,Sparrows,MOVIE,1926,,94,['US'],,tt0017423,7.4,1396,2.416,7.3,'drama',,,,,,,,
tm67830,Something to Sing About,MOVIE,1937,,93,['US'],,tt0029588,6.2,948,2.08,6.1,'comedy',,,,,,,,
tm72646,The Hurricane,MOVIE,1938,,110,['US'],,tt0029030,7.2,2731,2.066,6.948,'drama', 'romance', 'action',,,,,,
tm85410,One Exciting Night,MOVIE,1922,,143,['US'],,tt0013458,5.5,163,1.4,5.5,'thriller', 'comedy', 'horror',,,,,,
tm4655,San Fernando Valley,MOVIE,1944,,74,['US'],,tt0037245,6.6,110,1.209,,'western',,,,,,,,
tm5357,Six Shootin' Sheriff,MOVIE,1938,,59,['US'],,tt0030757,6.1,129,1.193,5.9,'western', 'action',,,,,,,
tm64928,Squadron of Doom,MOVIE,1949,,75,['US'],,tt0127297,5.2,19,0.603,,'action', 'scifi',,,,,,,
tm106911,The Love Flower,MOVIE,1920,,104,['US'],,tt0011415,6,170,0.6,4.4,'drama',,,,,,,,
tm4412,Submarine Warfare,MOVIE,1944,,38,['US'],,tt2866350,5.7,13,0.6,,'documentation', 'war',,,,,,,
tm108119,Hangmen Also Die!,MOVIE,1943,,134,['US'],,tt0035966,7.4,5812,8.834,7,'drama', 'thriller', 'war',,,,,,
tm75776,The Westerner,MOVIE,1940,,100,['US'],,tt0181543,7.3,6335,8.09,7,'action', 'western', 'romance', 'drama', 'comedy',,,,
