id,title,type,release_year,age_certification,runtime,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,genres1,genres2,genres3,genres4,genres5,genres6,genres7,genres8,genres9
tm83413,Fiesta,MOVIE,1941,,45,['US'],,tt0034730,4.7,144,1.265,5,'comedy', 'western', 'romance', 'music',,,,,
tm86670,For You I Die,MOVIE,1947,,76,['US'],,tt0039389,6,259,1.263,5.8,'drama', 'crime', 'romance',,,,,,
tm78078,M'Liss,MOVIE,1918,,73,['US'],,tt0005671,6.5,153,1.262,5.8,'comedy', 'drama', 'western',,,,,,
tm231178,The Fighting Renegade,MOVIE,1939,,58,['US'],,tt0031306,5,82,1.258,5.7,'western', 'action',,,,,,,
tm65264,The Three Mesquiteers: Hit The Saddle,MOVIE,1937,,58,['US'],,tt0029004,5.9,200,1.254,4,'western', 'romance',,,,,,,
tm42447,Half Shot At Sunrise,MOVIE,1930,,78,['US'],,tt0020945,6,371,1.254,6.6,'comedy',,,,,,,,
tm114203,"Go-Get-'Em, Haines",MOVIE,1936,,63,['US'],,tt0164611,5,168,1.246,5,'action', 'crime', 'romance',,,,,,
tm162314,Back Door to Heaven,MOVIE,1939,G,85,['US'],,tt0031068,6,170,1.244,5,'drama', 'crime', 'music',,,,,,
tm2380,Across the Plains,MOVIE,1939,,59,['US'],,tt0031018,5.6,93,1.242,4,'western', 'action', 'romance', 'drama',,,,,
tm80023,Man from Cheyenne,MOVIE,1942,,60,['US'],,tt0035025,6.5,98,1.241,10,'western',,,,,,,,
tm218580,Molly and Me,MOVIE,1946,,77,['US'],,tt0037923,6.8,538,1.239,6.2,'comedy',,,,,,,,
tm87209,The Miracle Kid,MOVIE,1941,,69,['US'],,tt0035067,5.6,46,1.235,5,'comedy', 'romance', 'sport', 'action', 'music',,,,
tm53571,Kept Husbands,MOVIE,1931,,76,['US'],,tt0022021,5.9,586,1.216,5.7,'drama', 'romance',,,,,,,
tm5439,The Far Frontier,MOVIE,1948,,67,['US'],,tt0041347,6.2,142,1.213,6,'western',,,,,,,,
tm204337,Fugitive Valley,MOVIE,1941,,61,['US'],,tt0033641,5.8,102,1.207,6,'western', 'music', 'action', 'drama', 'comedy',,,,
tm4767,The Hairy Ape,MOVIE,1944,,92,['US'],,tt0036892,6.1,453,1.207,5.3,'drama',,,,,,,,
tm110163,Country Gentlemen,MOVIE,1936,,66,['US'],,tt0027470,5,152,1.206,8,'comedy',,,,,,,,
tm5708,International Crime,MOVIE,1938,,62,['US'],,tt0030273,5.4,483,1.203,5.4,'thriller', 'comedy', 'crime',,,,,,
tm192452,The Silver Trail,MOVIE,1937,,58,['US'],,tt0030750,5.2,84,1.201,5,'western', 'music', 'action', 'drama',,,,,
tm4564,Dangerous Passage,MOVIE,1944,,60,['US'],,tt0036741,5.4,348,1.199,4.7,'drama',,,,,,,,
tm75765,The Border Legion,MOVIE,1940,G,58,['US'],,tt0032274,6.1,123,1.197,5.667,'drama', 'western',,,,,,,
tm73466,American Empire,MOVIE,1942,,82,['US'],,tt0034455,5.6,291,1.194,3.5,'western',,,,,,,,
tm99613,Peck's Bad Boy,MOVIE,1934,,70,['US'],,tt0025639,6.4,111,1.193,5.7,'drama', 'comedy',,,,,,,
tm5829,King of the Sierras,MOVIE,1938,,56,['US'],,tt0030324,4.8,48,1.193,4.3,'western',,,,,,,,
tm83399,Flying Wild,MOVIE,1941,,64,['US'],,tt0033613,5.4,515,1.191,6,'thriller', 'comedy', 'drama', 'action',,,,,
tm68711,When's Your Birthday?,MOVIE,1937,,75,['US'],,tt0029764,5.5,201,1.188,,'comedy', 'sport', 'romance',,,,,,
tm209454,Trigger Pals,MOVIE,1939,,55,['US'],,tt0030893,5.2,55,1.181,4.3,'western', 'music', 'romance', 'drama', 'action',,,,
tm5516,"Texas, Brooklyn & Heaven",MOVIE,1948,,76,['US'],,tt0040868,5.9,396,1.176,6,'comedy', 'romance',,,,,,,
tm117282,The Underdog,MOVIE,1943,,65,['US'],,tt0036474,5.9,50,1.176,,'drama', 'war', 'romance',,,,,,
tm164439,Hop-a-long Cassidy,MOVIE,1935,,60,['US'],,tt0026493,6.7,374,1.175,5,'western', 'action', 'drama',,,,,,
tm59758,The Pilgrimage Play,MOVIE,1949,,92,['US'],,tt0282842,5.3,68,1.172,5,'drama',,,,,,,,
tm64479,The Green Promise,MOVIE,1949,,93,['US'],,tt0041431,6.4,593,1.171,6.2,'drama',,,,,,,,
tm166342,The Red Blood of Courage,MOVIE,1935,,55,['US'],,tt0026916,5.2,104,1.167,5,'western',,,,,,,,
tm161354,Fisherman's Wharf,MOVIE,1939,,72,['US'],,tt0031313,5.6,108,1.165,,'action', 'drama', 'music',,,,,,
tm65500,The Sun Sets at Dawn,MOVIE,1950,,71,['US'],,tt0044088,6.1,251,1.161,6,'drama', 'crime',,,,,,,
tm162163,Buried Alive,MOVIE,1939,PG,62,['US'],,tt0031126,4.7,199,1.156,4.6,'drama', 'thriller',,,,,,,
tm117481,Caryl of the Mountains,MOVIE,1936,,68,['US'],,tt0027425,4.8,81,1.145,,'western', 'romance', 'action', 'crime',,,,,
tm63972,The Great Dan Patch,MOVIE,1949,,94,['US'],,tt0041426,5.8,244,1.137,5,'romance', 'action', 'drama', 'family', 'sport',,,,
tm160749,Range War,MOVIE,1939,,65,['US'],,tt0031838,6.7,161,1.135,,'western', 'drama',,,,,,,
tm221846,Colorado Kid,MOVIE,1937,,56,['US'],,tt0028728,6,65,1.133,,'western', 'romance', 'drama',,,,,,
tm111550,Tornado,MOVIE,1944,PG,83,['US'],,tt0036451,6,110,1.131,5.3,'drama',,,,,,,,
tm84443,Hold That Woman!,MOVIE,1940,,67,['US'],,tt0032602,5.6,171,1.13,,'crime', 'romance', 'comedy',,,,,,
tm95965,The Magnificent Rogue,MOVIE,1947,,74,['US'],,tt0038716,5.7,73,1.127,,'drama', 'comedy', 'romance',,,,,,
tm160505,Southward Ho!,MOVIE,1939,,58,['US'],,tt0031958,6.2,150,1.126,7,'western', 'action', 'music', 'romance',,,,,
tm15681,Why We Fight: War Comes to America,MOVIE,1945,,70,['US'],,,,,1.122,6.893,'documentation', 'war',,,,,,,
tm108499,Frontier Justice,MOVIE,1935,,58,['US'],,tt0027647,5,76,1.121,5,'action', 'western', 'music',,,,,,
tm2602,When the Lights Go On Again,MOVIE,1944,,74,['US'],,tt0037459,5.7,33,1.121,5,'romance', 'war', 'drama',,,,,,
tm99611,Palooka,MOVIE,1934,,86,['US'],,tt0025619,6,390,1.111,1.8,'music', 'comedy', 'family',,,,,,
tm162346,Courage of the North,MOVIE,1936,,55,['US'],,tt0026240,5.2,30,1.097,,'action', 'romance', 'western',,,,,,
tm165301,The People's Enemy,MOVIE,1935,,65,['US'],,tt0026861,5.7,53,1.095,,'crime', 'action', 'drama', 'romance',,,,,
tm85300,Outlaws of the Desert,MOVIE,1941,,66,['US'],,tt0033989,5.8,155,1.093,,'western', 'action', 'drama',,,,,,
tm156679,Skull And Crown,MOVIE,1936,,56,['US'],,tt0027007,5.4,104,1.091,,'action', 'romance', 'western',,,,,,
tm87516,Melody for Three,MOVIE,1941,,67,['US'],,tt0033898,5.8,121,1.091,,'drama',,,,,,,,
tm65429,Heart of the Rockies,MOVIE,1937,,67,['US'],,tt0028986,6.4,87,1.091,,'western', 'comedy', 'drama', 'action',,,,,
tm8320,Crashing Through Danger,MOVIE,1936,,61,['US'],,tt0030023,4.7,78,1.091,,'drama', 'action', 'romance',,,,,,
tm157770,The Girl Who Came Back,MOVIE,1935,,65,['US'],,tt0026412,5.5,63,1.091,,'crime', 'drama', 'romance',,,,,,
tm783343,Tracy the Outlaw,MOVIE,1928,,69,['US'],,tt0171839,4.7,22,1.091,,'western', 'action', 'crime', 'romance',,,,,
tm7033,Big News,MOVIE,1929,,75,['US'],,tt0019690,5.4,293,1.081,4.5,'comedy', 'crime', 'thriller',,,,,,
tm16537,Apology for Murder,MOVIE,1945,,67,['US'],,tt0037518,5.7,382,1.079,4.6,'crime', 'drama',,,,,,,
tm67155,The Riders of the Whistling Skull,MOVIE,1937,,53,['US'],,tt0029486,5.8,223,1.079,5.25,'drama', 'western',,,,,,,
tm104416,The Dude Ranger,MOVIE,1934,,65,['US'],,tt0025073,6.1,140,1.075,5.7,'western', 'comedy', 'drama', 'romance', 'action',,,,
tm83262,Queen of the Yukon,MOVIE,1940,,73,['US'],,tt0032959,5.9,90,1.067,5,'western', 'drama',,,,,,,
tm139538,Jungle Bride,MOVIE,1933,,63,['US'],,tt0024199,5,205,1.065,5.3,'crime', 'drama', 'action',,,,,,
tm112226,The Mandarin Mystery,MOVIE,1936,,66,['US'],,tt0029207,5.3,431,1.064,4.95,'thriller', 'romance', 'comedy', 'crime',,,,,
tm64949,State Department: File 649,MOVIE,1949,,87,['US'],,tt0041918,4.7,187,1.055,5,'drama', 'romance', 'thriller', 'war', 'action',,,,
tm95765,Shadows,MOVIE,1919,PG,70,['US'],,tt0013592,6.2,464,1.055,6.231,'drama',,,,,,,,
tm95847,Calendar Girl,MOVIE,1947,,88,['US'],,tt0039236,5.7,266,1.053,6,'romance',,,,,,,,
tm162468,The Courageous Avenger,MOVIE,1935,,58,['US'],,tt0051495,5.5,88,1.04,5,'western', 'drama',,,,,,,
tm63278,Manhattan Merry-Go-Round,MOVIE,1937,,89,['US'],,tt0029209,5.5,160,1.033,5.7,'music', 'comedy', 'drama', 'romance',,,,,
tm8890,Phantom Ranger,MOVIE,1938,,53,['US'],,tt0030581,6.1,106,1.023,4.2,'western', 'action', 'drama',,,,,,
tm114230,Ghost-Town Gold,MOVIE,1936,,55,['US'],,tt0027670,6.1,120,1.021,4.5,'western', 'action',,,,,,,
tm1396,"A Boy, a Girl and a Dog",MOVIE,1946,,77,['US'],,tt0038380,6.6,84,1.021,4.5,'drama', 'war', 'action',,,,,,
tm210313,Guilty of Treason,MOVIE,1950,,86,['US'],,tt0041437,6,214,1.019,5.8,'drama', 'history',,,,,,,
tm2865,Broadway to Cheyenne,MOVIE,1932,G,52,['US'],,tt0022921,4.7,150,1.018,4.3,'western', 'crime', 'drama', 'romance', 'action',,,,
tm206313,The Courageous Dr. Christian,MOVIE,1940,,67,['US'],,tt0032361,5.9,98,1.015,5.8,'drama',,,,,,,,
tm241988,High School Girl,MOVIE,1934,,55,['US'],,tt0026470,5.1,49,1.014,2,'drama',,,,,,,,
tm158622,Bulldog Courage,MOVIE,1935,,60,['US'],,tt0026157,4.9,131,1.004,4.5,'western', 'action', 'romance',,,,,,
tm89643,Wrangler's Roost,MOVIE,1941,,57,['US'],,tt0034403,5.8,54,1.001,6,'western', 'drama',,,,,,,
tm77416,Romance on the Range,MOVIE,1942,,63,['US'],,tt0035266,6.1,118,0.993,6.5,'western', 'action', 'comedy', 'music',,,,,
tm144977,Cobra,MOVIE,1925,,76,['US'],,tt0015693,6.4,760,0.992,6.389,'romance', 'drama',,,,,,,
tm116075,Song of the Gringo,MOVIE,1936,,62,['US'],,tt0028283,4.9,172,0.991,5,'action', 'western', 'drama', 'music', 'romance',,,,
tm455755,The Eye of Envy,MOVIE,1917,,73,['US'],,tt0194860,6.3,29,0.991,9,'drama',,,,,,,,
tm117979,Pilot X,MOVIE,1936,G,69,['US'],,tt0028776,5.1,189,0.991,5,'thriller', 'action',,,,,,,
tm71405,South of Santa Fe,MOVIE,1942,,53,['US'],,tt0035364,5.8,124,0.982,5.2,'western', 'action', 'music',,,,,,
tm126320,The Sky Pilot,MOVIE,1921,,77,['US'],,tt0012699,6.1,152,0.981,5.1,'western', 'drama',,,,,,,
tm3836,Lumberjack,MOVIE,1944,,65,['US'],,tt0037030,6.6,192,0.981,5.7,'western', 'music', 'action', 'drama',,,,,
ts224955,The Miracle Rider,SHOW,1935,,20,['US'],1,,,,0.977,,,,,,,,,,
tm264507,Sofia,MOVIE,1949,,82,['US'],,tt0040815,6,59,0.974,5.5,'thriller', 'action', 'drama',,,,,,
tm164431,Streets of New York,MOVIE,1939,,73,['US'],,tt0031987,6.1,148,0.967,5.7,'crime', 'drama', 'action',,,,,,
tm3207,Hearts of Humanity,MOVIE,1932,,56,['US'],,tt0022984,5.7,60,0.961,,'drama',,,,,,,,
tm68340,Secret Valley,MOVIE,1937,,60,['US'],,tt0029532,5.9,52,0.961,,'western', 'crime', 'romance', 'action',,,,,
tm158706,Law of the Pampas,MOVIE,1939,,72,['US'],,tt0031557,6.8,177,0.961,,'western', 'drama',,,,,,,
tm157632,Sundown Saunders,MOVIE,1935,,59,['US'],,tt0028324,5.9,83,0.961,,'western', 'romance', 'action',,,,,,
tm5407,Young Fugitives,MOVIE,1938,,68,['US'],,tt0031001,5.8,69,0.961,,'drama', 'crime', 'history', 'romance', 'war',,,,
tm39876,The Oklahoma Cyclone,MOVIE,1930,,66,['US'],,tt0021202,3.7,160,0.959,4.3,'western', 'action', 'comedy', 'music', 'romance',,,,
tm138295,"Sing, Sinner, Sing",MOVIE,1933,,74,['US'],,tt0024564,5.8,79,0.957,4,'thriller', 'romance', 'drama',,,,,,
tm68006,Paradise Express,MOVIE,1937,,60,['US'],,tt0029373,5.7,136,0.955,8,'action', 'crime', 'comedy', 'drama', 'romance',,,,
tm67234,Love Takes Flight,MOVIE,1937,,71,['US'],,tt0029168,6.2,56,0.955,3,'drama', 'romance',,,,,,,
tm158680,Wall Street Cowboy,MOVIE,1939,,66,['US'],,tt0032107,5.8,123,0.954,6.5,'western', 'music', 'action',,,,,,
tm406498,Nam Iruvar,MOVIE,1947,,153,['IN'],,tt0240750,6.6,15,0.952,,'drama',,,,,,,,
tm86562,Boy! What a Girl!,MOVIE,1947,,70,['US'],,tt0135169,5.6,149,0.949,6,'music', 'comedy',,,,,,,
tm3492,Unholy Love,MOVIE,1932,,75,['US'],,tt0023641,5.1,129,0.946,4,'drama',,,,,,,,
tm62442,Public Cowboy No. 1,MOVIE,1937,,54,['US'],,tt0029445,5.7,156,0.946,5.667,'western', 'drama', 'music', 'action', 'comedy',,,,
tm16868,Big Timers,MOVIE,1945,,36,[],,,,,0.943,4.3,,,,,,,,,
tm3367,Gambler's Choice,MOVIE,1944,,66,['US'],,tt0036845,6,168,0.934,6,'drama', 'music', 'romance', 'action', 'crime',,,,
tm140832,Shore Leave,MOVIE,1925,,93,['US'],,tt0016346,7.3,105,0.931,6.3,'comedy',,,,,,,,
tm94763,"It's a Joke, Son!",MOVIE,1947,,63,['US'],,tt0039503,5.9,271,0.93,6.857,'comedy', 'romance',,,,,,,
tm115997,The Bold Caballero,MOVIE,1936,PG-13,67,['US'],,tt0027377,5.7,228,0.93,5.625,'action', 'western', 'comedy', 'romance', 'music',,,,
tm5492,Six-Gun Trail,MOVIE,1938,,59,['US'],,tt0030756,5.5,80,0.927,,'western', 'action',,,,,,,
tm43294,Corsair,MOVIE,1931,,75,['US'],,tt0021764,5.6,276,0.921,4.5,'action', 'crime', 'romance',,,,,,
tm14724,Enemy of the Law,MOVIE,1945,,59,['US'],,tt0037673,5.5,95,0.92,,'western', 'music', 'action', 'comedy', 'drama',,,,
tm117519,Captain Calamity,MOVIE,1936,,60,['US'],,tt0027420,4.2,150,0.918,4,'action', 'crime', 'music', 'romance',,,,,
tm325439,The Fabulous Joe,MOVIE,1947,,59,['US'],,tt0039366,6.4,111,0.916,4,'comedy', 'fantasy', 'music', 'romance', 'action',,,,
tm224035,Timber War,MOVIE,1935,,60,['US'],,tt0028382,5.5,29,0.916,,'western',,,,,,,,
tm82656,Lost Canyon,MOVIE,1942,,61,['US'],,tt0034996,6.2,159,0.915,,'western', 'drama', 'music', 'action',,,,,
tm155581,Wolf Call,MOVIE,1939,,62,['US'],,tt0032139,6.1,55,0.914,3,'action', 'romance', 'drama',,,,,,
tm139098,Skyway,MOVIE,1933,,69,['US'],,tt0024573,5.4,72,0.909,5,'drama', 'comedy', 'action', 'crime',,,,,
tm165496,Rocky Mountain Mystery,MOVIE,1935,,63,['US'],,tt0026944,5.9,350,0.905,5.5,'western', 'romance',,,,,,,
tm210833,West of the Law,MOVIE,1942,,60,['US'],,tt0035543,7,67,0.89,,'western', 'action', 'drama',,,,,,
tm116752,West of Nevada,MOVIE,1936,,57,['US'],,tt0028491,5.7,49,0.886,5,'action', 'drama', 'comedy', 'western',,,,,
tm412768,The Red Rope,MOVIE,1937,,58,['US'],,tt0029473,6.1,68,0.883,,'western', 'action', 'romance',,,,,,
tm4308,Mason of the Mounted,MOVIE,1932,,58,['US'],,tt0023195,5.2,75,0.883,,'western', 'action', 'drama',,,,,,
tm160248,Navy Secrets,MOVIE,1939,,62,['US'],,tt0031715,5.6,98,0.883,,'action', 'crime', 'drama', 'thriller', 'romance',,,,
tm137407,"Dance, Girl, Dance",MOVIE,1933,,74,['US'],,tt0023925,5.7,53,0.883,4,'music',,,,,,,,
tm4273,Call of the Rockies,MOVIE,1944,,56,['US'],,tt0036689,7.3,98,0.882,6,'western', 'music', 'comedy', 'action', 'drama',,,,
tm206809,Dr. Christian Meets the Women,MOVIE,1940,,68,['US'],,tt0032411,5.8,116,0.881,5,'drama', 'romance', 'music',,,,,,
tm157015,Wagon Trail,MOVIE,1935,,55,['US'],,tt0027180,5.7,79,0.88,6,'action', 'drama', 'romance', 'western',,,,,
tm264935,Law of the Timber,MOVIE,1941,,64,['US'],,tt0033820,5.4,45,0.878,,'drama', 'crime', 'western', 'romance',,,,,
tm163377,Meet Dr. Christian,MOVIE,1939,,68,['US'],,tt0031635,6,100,0.877,,'comedy', 'drama',,,,,,,
tm114975,August Week End,MOVIE,1936,,62,['US'],,tt0027316,5,95,0.875,5,'drama', 'romance',,,,,,,
tm4290,They Never Come Back,MOVIE,1932,,64,['US'],,tt0136560,5,90,0.874,5,'drama', 'crime', 'romance', 'sport', 'action',,,,
tm85128,Rolling Home,MOVIE,1946,,71,['US'],,tt0039782,5.7,83,0.874,6,'western', 'drama', 'romance',,,,,,
tm287028,Feud of the West,MOVIE,1936,,62,['US'],,tt0027614,5.4,34,0.872,,'western', 'action', 'romance',,,,,,
tm18966,D-Day: The Normandy Invasion,MOVIE,1945,,21,[],,,,,0.871,8,,,,,,,,,
tm195577,Code of the Fearless,MOVIE,1939,,56,['US'],,tt0031165,4.9,52,0.871,5,'western', 'music', 'romance', 'action',,,,,
tm94432,Junction 88,MOVIE,1947,,60,['US'],,tt0039522,6,33,0.871,5,'music', 'comedy',,,,,,,
tm66992,Omoo-Omoo the Shark God,MOVIE,1950,,58,['US'],,tt0041715,3.4,271,0.871,5,'action', 'drama',,,,,,,
tm298782,Cheyenne Wildcat,MOVIE,1944,,56,['US'],,tt0036708,6.5,76,0.871,4,'western', 'music', 'romance', 'drama',,,,,
tm230759,Brand of the Devil,MOVIE,1944,,57,['US'],,tt0036669,5,96,0.865,,'western', 'action', 'music', 'drama',,,,,
tm4743,Hands Across the Border,MOVIE,1944,,72,['US'],,tt0035965,5.8,149,0.861,5.5,'western', 'action', 'music', 'comedy', 'drama',,,,
tm84001,Flying Blind,MOVIE,1941,,69,['US'],,tt0033611,4.6,130,0.854,,'comedy', 'action', 'drama',,,,,,
tm145525,Diamond Trail,MOVIE,1933,,58,['US'],,tt0022819,5.5,57,0.845,,'western', 'drama', 'action',,,,,,
tm135760,How to Love,MOVIE,1947,,87,['SE'],,tt0039537,4.3,12,0.845,1,'comedy',,,,,,,,
tm265855,Riding for Life,MOVIE,1925,,60,['US'],,tt0156960,5.1,22,0.845,,'western', 'romance', 'action',,,,,,
tm79651,Young Bill Hickok,MOVIE,1940,G,54,['US'],,tt0033286,5.6,257,0.843,4.3,'western', 'action', 'comedy', 'history', 'romance',,,,
tm437701,A Night at the Follies,MOVIE,1947,,64,['US'],,tt0147089,5.4,16,0.841,,'music',,,,,,,,
tm70213,Wildcat,MOVIE,1942,,70,['US'],,tt0035562,5.6,124,0.841,,'drama',,,,,,,,
tm317509,Thunder Trail,MOVIE,1937,,58,['US'],,tt0029669,6.3,75,0.841,,'western', 'action', 'drama', 'romance',,,,,
tm348419,Payoff in the Pacific,MOVIE,1945,,56,[],,,,,0.841,,,,,,,,,,
tm800789,Badge of Honor,MOVIE,1934,PG,68,['US'],,tt0024858,5.6,44,0.841,,'drama', 'music', 'romance',,,,,,
tm82044,Secret of the Wastelands,MOVIE,1941,,66,['US'],,tt0034166,6.7,175,0.84,,'western', 'action', 'drama',,,,,,
tm160501,The Last of the Clintons,MOVIE,1935,,59,['US'],,tt0026608,5.8,97,0.84,5,'western', 'romance', 'action',,,,,,
tm81690,Double Cross,MOVIE,1941,,61,['US'],,tt0033547,5.1,190,0.84,5,'drama', 'crime', 'action',,,,,,
tm68321,Brothers of the West,MOVIE,1937,,58,['US'],,tt0028666,5.8,82,0.84,6,'western', 'romance', 'drama', 'action',,,,,
tm66425,Rhythm in the Clouds,MOVIE,1937,,62,['US'],,tt0029482,5.6,226,0.84,5,'comedy', 'music', 'romance',,,,,,
tm78294,Redhead,MOVIE,1934,,64,['US'],,tt0034087,7.1,21,0.84,4.5,'comedy', 'drama', 'romance',,,,,,
tm4527,Highway 13,MOVIE,1948,,58,['US'],,tt0040437,6.2,122,0.84,6,'drama',,,,,,,,
tm65589,Bank Alarm,MOVIE,1937,,61,['US'],,tt0028607,5.3,294,0.84,4.6,'drama', 'crime', 'romance',,,,,,
tm17225,Bells of Rosarita,MOVIE,1945,,68,['US'],,tt0037535,6.1,221,0.84,5.5,'western', 'drama', 'music', 'action',,,,,
tm1583,365 Nights in Hollywood,MOVIE,1934,,77,['US'],,tt0024808,5.7,152,0.84,,'comedy', 'music', 'romance',,,,,,
tm87553,Let's Go Collegiate,MOVIE,1941,,62,['US'],,tt0033827,5,174,0.84,5,'romance', 'comedy', 'sport',,,,,,
tm114029,Aces and Eights,MOVIE,1936,,62,['US'],,tt0027255,5.4,202,0.84,6,'western', 'crime', 'action',,,,,,
tm19501,No Man's Law,MOVIE,1925,,54,['US'],,tt0334008,6.4,85,0.826,6,'western',,,,,,,,
tm89649,Zis Boom Bah,MOVIE,1941,,61,['US'],,tt0034416,4.7,135,0.821,7.1,'music', 'romance', 'comedy',,,,,,
tm42148,Party Girl,MOVIE,1930,,67,['US'],,tt0021239,5.1,292,0.82,3.8,'drama', 'romance', 'crime',,,,,,
tm19409,Delightfully Dangerous,MOVIE,1945,,92,['US'],,tt0037636,6.1,306,0.819,5.8,'comedy', 'music', 'romance',,,,,,
tm5081,Big Town Scandal,MOVIE,1948,,60,['US'],,tt0040162,5.3,93,0.814,5,'crime', 'drama',,,,,,,
tm320369,Fighting Mustang,MOVIE,1948,,56,['US'],,tt0040356,7.5,70,0.807,,'western',,,,,,,,
tm314541,Raiders of the Border,MOVIE,1944,,58,['US'],,tt0037207,5.2,37,0.805,,'western', 'drama', 'action', 'crime',,,,,
tm16252,The White Gorilla,MOVIE,1945,,62,['US'],,tt0039987,2.8,524,0.785,4.8,'action',,,,,,,,
tm69878,Dreaming Out Loud,MOVIE,1940,,81,['US'],,tt0032417,6.4,120,0.781,5.7,'comedy',,,,,,,,
tm5364,Sinners in Paradise,MOVIE,1938,,65,['US'],,tt0030754,5.7,503,0.78,6.2,'action', 'romance', 'drama',,,,,,
tm156543,Captured in Chinatown,MOVIE,1935,,54,['US'],,tt0026177,5,84,0.779,4.2,'thriller', 'crime', 'romance', 'sport',,,,,
tm104703,Nomads of the North,MOVIE,1920,,109,['US'],,tt0011513,5.8,273,0.765,5.6,'thriller', 'drama',,,,,,,
tm87987,Stagecoach to Denver,MOVIE,1946,G,54,['US'],,tt0038979,5.6,182,0.754,5.7,'western', 'drama', 'action',,,,,,
tm119299,Cattle Stampede,MOVIE,1943,,57,['US'],,tt0035723,6.3,103,0.75,5.7,'western', 'drama', 'action', 'comedy',,,,,
tm204126,Son of the Navy,MOVIE,1940,,72,['US'],,tt0033078,6.2,113,0.746,5.5,'drama', 'comedy',,,,,,,
tm3632,Discarded Lovers,MOVIE,1932,,60,['US'],,tt0022821,4.7,122,0.745,4.7,'thriller',,,,,,,,
tm71842,Sunset on the Desert,MOVIE,1942,,63,['US'],,tt0035397,6.2,110,0.744,5.7,'western', 'comedy', 'music',,,,,,
tm111534,Prison Shadows,MOVIE,1936,,65,['US'],,tt0028140,4.6,156,0.741,4.4,'drama', 'crime',,,,,,,
tm117299,Easy Money,MOVIE,1936,,70,['US'],,tt0027564,6,77,0.739,5,'thriller', 'crime', 'drama', 'romance', 'comedy',,,,
tm311548,Sabapathy,MOVIE,1941,G,158,['IN'],,tt0240875,7.4,160,0.738,,'comedy',,,,,,,,
tm61,"$50,000 Reward  (with Bonus Short, ""Then Came The Yawn"")",MOVIE,1926,,55,['US'],,tt0014639,5.4,65,0.735,5,'western',,,,,,,,
tm63433,Meet the Boy Friend,MOVIE,1937,,53,['US'],,tt0029223,5.5,123,0.734,6.333,'comedy', 'music', 'romance',,,,,,
tm81969,Phantom Rancher,MOVIE,1940,G,61,['US'],,tt0032902,5.2,150,0.733,3.3,'western', 'romance', 'animation', 'action',,,,,
tm4631,The Gay Ranchero,MOVIE,1948,,72,['US'],,tt0040385,5.8,157,0.732,,'western', 'music', 'action',,,,,,
tm7748,The Phantom in the House,MOVIE,1929,,64,['US'],,tt0020267,5,138,0.731,4,'thriller', 'crime', 'drama', 'romance',,,,,
tm153146,Frontier Pony Express,MOVIE,1939,,58,['US'],,tt0031347,6.1,113,0.728,5,'western', 'music', 'romance', 'war', 'action',,,,
tm87782,Wide Open Town,MOVIE,1941,,79,['US'],,tt0034391,6.6,221,0.725,,'western', 'action', 'drama',,,,,,
tm155948,Boys' Reformatory,MOVIE,1939,,61,['US'],,tt0031119,5.4,85,0.724,6,'drama', 'crime', 'action',,,,,,
tm91554,The Road to Hollywood,MOVIE,1947,,56,['US'],,tt0174168,4.7,187,0.717,4.3,'documentation', 'comedy',,,,,,,
tm78184,Niagara Falls,MOVIE,1941,,86,['US'],,tt0033949,6,193,0.711,7,'romance', 'comedy',,,,,,,
tm81660,Doomed Caravan,MOVIE,1941,,62,['US'],,tt0033546,6.4,194,0.71,,'western', 'action', 'drama',,,,,,
tm83147,Criminals Within,MOVIE,1941,,70,['US'],,tt0033500,5.4,95,0.71,6.5,'crime', 'drama', 'romance', 'war',,,,,
tm223770,Dixie Jamboree,MOVIE,1944,,72,['US'],,tt0036762,4.5,103,0.709,4.667,'comedy', 'music', 'romance',,,,,,
tm127783,The Devil Horse,MOVIE,1926,,68,['US'],,tt0016782,5.8,51,0.709,6,'western',,,,,,,,
tm264793,Fugitive of the Plains,MOVIE,1943,,56,['US'],,tt0040721,5.2,90,0.706,4.75,'western', 'action', 'drama',,,,,,
tm300639,Hurricane at Pilgrim Hill,MOVIE,1950,,60,['US'],,,,,0.703,,'western',,,,,,,,
tm75512,The Range Busters,MOVIE,1940,,56,['US'],,tt0032971,6.2,96,0.7,5.3,'western', 'drama', 'music', 'action',,,,,
tm66409,Riders of the Rockies,MOVIE,1937,,56,['US'],,tt0029485,4.6,81,0.699,5,'western', 'romance', 'action', 'comedy', 'music', 'drama',,,
tm7192,Here's Flash Casey,MOVIE,1938,,58,['US'],,tt0028994,5.5,96,0.699,6,'crime', 'comedy', 'drama', 'romance', 'action',,,,
tm3694,Uptown New York,MOVIE,1932,,80,['US'],,tt0023646,6.4,151,0.699,5.7,'drama', 'romance',,,,,,,
tm100957,Sing Sing Nights,MOVIE,1934,,60,['US'],,tt0027003,4.7,64,0.699,5,'crime', 'drama', 'romance', 'war',,,,,
tm79348,The Bashful Bachelor,MOVIE,1942,,78,['US'],,tt0033379,5.2,161,0.698,4.5,'comedy',,,,,,,,
tm4425,Timber Queen,MOVIE,1944,,66,['US'],,tt0036440,5.9,105,0.691,5.5,'drama',,,,,,,,
